X	Y	Z	T
296230.031	2779680.907	5.450	41782.42612619
296231.515	2779678.775	5.440	41782.42613777
296233.014	2779676.663	5.450	41782.42614934
296234.520	2779674.568	5.470	41782.42616091
296236.068	2779672.516	5.460	41782.42617249
296237.488	2779670.414	5.460	41782.42618406
296238.778	2779668.261	5.470	41782.42619564
296239.897	2779666.022	5.460	41782.42620721
296240.799	2779663.701	5.470	41782.42621878
296241.553	2779661.342	5.490	41782.42623036
296242.312	2779658.982	5.490	41782.42624193
296243.061	2779656.603	5.500	41782.42625351
296243.815	2779654.210	5.500	41782.42626508
296244.611	2779651.799	5.520	41782.42627666
296245.532	2779649.403	5.520	41782.42628823
296246.586	2779647.031	5.510	41782.42629980
296247.684	2779644.676	5.500	41782.42631138
296248.846	2779642.340	5.520	41782.42632295
296250.160	2779640.103	5.530	41782.42633453
296251.375	2779637.597	5.540	41782.42634610
296252.996	2779635.697	5.530	41782.42635767
296254.710	2779633.831	5.530	41782.42636925
296256.468	2779631.955	5.540	41782.42638082
296258.322	2779630.116	5.540	41782.42639240
296260.171	2779628.247	5.520	41782.42640397
296261.960	2779626.328	5.510	41782.42641554
296263.597	2779624.316	5.520	41782.42642712
296265.168	2779622.273	5.530	41782.42643869
296266.656	2779620.191	5.520	41782.42645081
296268.108	2779618.099	5.520	41782.42646184
296270.964	2779613.877	-0.020	41782.42648499
296272.305	2779611.725	25.130	41782.42649656
296273.633	2779609.564	5.760	41782.42650814
296274.940	2779607.501	5.790	41782.42651971
296276.230	2779605.580	5.850	41782.42653128
296277.423	2779603.714	5.790	41782.42654286
296278.554	2779601.865	5.780	41782.42655443
296279.695	2779600.055	5.840	41782.42656601
296280.755	2779598.272	5.900	41782.42657758
296281.786	2779596.502	5.610	41782.42658916
296282.759	2779594.754	5.840	41782.42660073
296283.745	2779593.046	5.880	41782.42661230
296284.721	2779591.335	5.570	41782.42662388
296285.728	2779589.646	5.870	41782.42663545
296286.749	2779587.923	5.870	41782.42664703
296287.791	2779586.210	5.810	41782.42665860
296288.817	2779584.498	5.880	41782.42667017
296289.849	2779582.781	5.900	41782.42668175
296290.945	2779581.109	5.860	41782.42669332
296292.030	2779579.442	5.830	41782.42670490
296293.124	2779577.793	5.880	41782.42671647
296294.279	2779576.160	5.910	41782.42672804
296295.441	2779574.526	5.900	41782.42673962
296296.672	2779572.915	5.880	41782.42675119
296297.914	2779571.309	5.930	41782.42676277
296299.177	2779569.708	5.910	41782.42677434
296300.399	2779568.086	5.950	41782.42678591
296301.618	2779566.509	5.930	41782.42679749
296302.751	2779564.899	5.930	41782.42680906
296303.843	2779563.252	5.980	41782.42682064
296304.906	2779561.565	6.040	41782.42683221
296305.906	2779559.862	6.000	41782.42684378
296306.894	2779558.117	6.000	41782.42685536
296307.868	2779556.388	6.090	41782.42686693
296308.864	2779554.668	6.000	41782.42687851
296309.847	2779552.915	5.990	41782.42689008
296310.869	2779551.136	6.030	41782.42690166
296311.906	2779549.319	5.980	41782.42691323
296312.954	2779547.483	5.960	41782.42692480
296314.006	2779545.625	6.050	41782.42693638
296315.043	2779543.790	5.940	41782.42694795
296316.095	2779541.972	5.910	41782.42695953
296317.140	2779540.184	5.940	41782.42697110
296318.145	2779538.377	5.920	41782.42698267
296319.215	2779536.552	5.940	41782.42699425
296320.342	2779534.717	5.910	41782.42700582
296321.471	2779532.862	5.930	41782.42701740
296322.561	2779531.010	5.960	41782.42702897
296323.590	2779529.165	5.930	41782.42704054
296324.588	2779527.318	5.880	41782.42705212
296325.532	2779525.462	5.920	41782.42706369
296326.431	2779523.593	5.920	41782.42707527
296327.269	2779521.711	5.930	41782.42708684
296328.074	2779519.806	5.940	41782.42709841
296328.869	2779517.901	5.940	41782.42710999
296329.719	2779515.995	5.910	41782.42712156
296330.565	2779514.093	5.960	41782.42713314
296331.533	2779512.256	5.900	41782.42714471
296332.472	2779510.412	5.940	41782.42715628
296333.451	2779508.563	5.930	41782.42716786
296334.386	2779506.712	5.980	41782.42717943
296335.305	2779504.854	5.930	41782.42719101
296336.123	2779502.978	6.010	41782.42720258
296336.922	2779501.084	5.950	41782.42721416
296337.666	2779499.181	5.950	41782.42722573
296338.370	2779497.262	5.950	41782.42723730
296339.066	2779495.328	5.950	41782.42724888
296339.807	2779493.387	5.980	41782.42726045
296340.588	2779491.433	5.990	41782.42727203
296341.416	2779489.466	5.980	41782.42728360
296342.275	2779487.502	5.980	41782.42729517
296343.124	2779485.527	6.010	41782.42730675
296344.026	2779483.572	6.020	41782.42731832
296344.928	2779481.633	6.000	41782.42732990
296345.835	2779479.697	6.020	41782.42734147
296346.781	2779477.773	6.020	41782.42735304
296347.764	2779475.864	6.020	41782.42736462
296348.781	2779473.965	6.080	41782.42737619
296349.822	2779472.092	6.040	41782.42738777
296350.876	2779470.225	6.060	41782.42739934
296351.928	2779468.337	6.070	41782.42741091
296352.986	2779466.431	6.070	41782.42742249
296354.014	2779464.515	6.080	41782.42743406
296355.027	2779462.596	6.090	41782.42744564
296356.002	2779460.656	6.120	41782.42745721
296356.961	2779458.722	6.120	41782.42746878
296357.949	2779456.804	6.140	41782.42748036
296358.917	2779454.864	6.130	41782.42749193
296359.917	2779452.935	6.140	41782.42750351
296360.923	2779451.007	6.130	41782.42751508
296361.919	2779449.085	6.110	41782.42752666
296362.942	2779447.176	6.110	41782.42753823
296363.937	2779445.253	6.270	41782.42754980
296364.976	2779443.345	6.130	41782.42756138
296365.975	2779441.408	6.160	41782.42757295
296367.024	2779439.487	6.130	41782.42758453
296368.047	2779437.565	6.140	41782.42759610
296369.050	2779435.661	6.150	41782.42760767
296370.032	2779433.761	6.160	41782.42761925
296371.014	2779431.863	6.180	41782.42763082
296371.989	2779429.944	6.200	41782.42764240
296372.973	2779428.008	6.260	41782.42765397
296373.952	2779426.059	6.230	41782.42766554
296374.904	2779424.129	6.240	41782.42767712
296375.856	2779422.237	6.230	41782.42768869
296376.772	2779420.341	6.250	41782.42770027
296377.664	2779418.430	6.250	41782.42771184
296378.570	2779416.512	6.260	41782.42772341
296379.440	2779414.573	6.300	41782.42773499
296380.366	2779412.624	6.290	41782.42774656
296381.249	2779410.644	6.320	41782.42775814
296382.153	2779408.685	6.330	41782.42776971
296383.065	2779406.747	6.330	41782.42778128
296383.941	2779404.811	6.340	41782.42779286
296384.826	2779402.906	6.350	41782.42780443
296385.659	2779400.975	6.380	41782.42781601
296386.471	2779399.033	6.410	41782.42782758
296387.275	2779397.054	6.420	41782.42783916
296388.078	2779395.078	6.450	41782.42785073
296388.884	2779393.117	6.430	41782.42786230
296389.679	2779391.158	6.460	41782.42787388
296390.473	2779389.201	6.450	41782.42788545
296391.272	2779387.246	6.460	41782.42789703
296392.071	2779385.274	6.480	41782.42790860
296392.893	2779383.287	6.470	41782.42792017
296393.732	2779381.259	6.450	41782.42793175
296394.576	2779379.257	6.430	41782.42794332
296395.439	2779377.258	6.370	41782.42795490
296396.293	2779375.285	6.400	41782.42796647
296397.141	2779373.313	6.350	41782.42797804
296398.019	2779371.337	6.390	41782.42798962
296398.894	2779369.361	6.350	41782.42800119
296399.788	2779367.368	6.260	41782.42801277
296400.691	2779365.385	6.160	41782.42802434
296401.554	2779363.393	6.100	41782.42803591
296402.477	2779361.432	6.110	41782.42804749
296403.392	2779359.406	6.150	41782.42805906
296404.387	2779357.328	6.200	41782.42807064
296405.379	2779355.147	6.160	41782.42808221
296406.435	2779352.920	6.140	41782.42809378
296407.423	2779350.776	6.150	41782.42810536
296408.398	2779348.831	6.160	41782.42811693
296409.371	2779346.987	6.130	41782.42812851
296410.331	2779345.225	6.130	41782.42814008
296411.304	2779343.549	6.110	41782.42815166
296412.223	2779341.937	6.130	41782.42816323
296413.195	2779340.397	6.120	41782.42817480
296414.116	2779338.878	6.120	41782.42818638
296415.025	2779337.355	6.070	41782.42819795
296415.972	2779335.878	6.060	41782.42820953
296416.898	2779334.425	5.990	41782.42822110
296417.819	2779332.998	5.950	41782.42823267
296418.758	2779331.603	5.900	41782.42824425
296419.646	2779330.202	5.850	41782.42825582
296420.546	2779328.744	5.840	41782.42826740
296421.468	2779327.255	5.740	41782.42827897
296422.362	2779325.738	5.680	41782.42829054
296423.253	2779324.200	5.590	41782.42830212
296424.080	2779322.624	5.500	41782.42831369
296424.893	2779320.950	5.460	41782.42832527
296425.660	2779319.195	5.430	41782.42833684
296426.437	2779317.399	5.430	41782.42834841
296427.144	2779315.549	5.430	41782.42835999
296427.834	2779313.656	5.480	41782.42837156
296428.531	2779311.744	5.510	41782.42838314
296429.240	2779309.802	5.530	41782.42839471
296429.925	2779307.928	5.540	41782.42840628
296430.565	2779306.112	5.580	41782.42841786
296431.189	2779304.352	5.560	41782.42842943
296431.770	2779302.595	5.580	41782.42844101
296432.387	2779300.826	5.510	41782.42845258
296432.988	2779299.032	5.450	41782.42846416
296433.564	2779297.221	5.430	41782.42847573
296434.162	2779295.398	5.430	41782.42848730
296434.750	2779293.545	5.430	41782.42849888
296435.318	2779291.703	5.400	41782.42851045
296435.911	2779289.880	5.380	41782.42852203
296436.452	2779288.029	5.450	41782.42853830
296437.000	2779286.171	5.500	41782.42854517
296437.541	2779284.310	5.520	41782.42855675
296438.053	2779282.419	5.570	41782.42856832
296438.590	2779280.521	5.600	41782.42857990
296439.132	2779278.623	5.580	41782.42859147
296439.662	2779276.728	5.600	41782.42860304
296440.168	2779274.834	5.600	41782.42861462
296440.656	2779272.967	5.650	41782.42862619
296441.113	2779271.078	5.620	41782.42863777
296441.581	2779269.183	5.630	41782.42864934
296442.031	2779267.288	5.650	41782.42866091
296442.546	2779265.397	5.730	41782.42867249
296443.071	2779263.541	5.600	41782.42868406
296443.594	2779261.732	5.610	41782.42869564
296444.137	2779259.961	5.620	41782.42870721
296444.662	2779258.215	5.700	41782.42871878
296445.155	2779256.532	5.650	41782.42873036
296445.639	2779254.919	5.660	41782.42874193
296446.083	2779253.377	5.690	41782.42875351
296446.503	2779251.930	5.690	41782.42876508
296446.892	2779250.549	5.670	41782.42877666
296447.246	2779249.229	5.730	41782.42878823
296447.599	2779247.956	5.720	41782.42879980
296447.935	2779246.723	5.710	41782.42881138
296448.249	2779245.552	5.730	41782.42882295
296448.558	2779244.444	5.720	41782.42883453
296448.842	2779243.383	5.730	41782.42884610
296449.126	2779242.364	5.760	41782.42885767
296449.405	2779241.376	6.120	41782.42886925
296449.673	2779240.424	5.750	41782.42888082
296449.947	2779239.520	5.780	41782.42889240
296450.193	2779238.657	5.860	41782.42890397
296450.441	2779237.811	5.820	41782.42891554
296450.693	2779236.904	5.840	41782.42892712
296450.945	2779235.967	5.850	41782.42893869
296451.203	2779235.101	5.830	41782.42895027
296451.407	2779234.260	5.870	41782.42896184
296451.597	2779233.435	5.890	41782.42897341
296451.748	2779232.668	5.920	41782.42898499
296451.869	2779231.942	5.970	41782.42899656
296451.985	2779231.260	6.020	41782.42900814
296452.125	2779230.609	5.940	41782.42901971
296452.286	2779229.981	5.890	41782.42903128
296452.313	2779227.459	6.020	41782.42908916
296452.353	2779226.893	5.990	41782.42912388
296452.367	2779226.817	5.970	41782.42913545
296452.388	2779226.761	5.940	41782.42914703
296452.374	2779226.768	5.920	41782.42920490
296452.410	2779226.821	5.890	41782.42923962
296452.382	2779226.897	5.880	41782.42926277
296452.286	2779227.016	5.950	41782.42929749
296452.274	2779227.042	5.950	41782.42930906
296452.240	2779227.062	6.000	41782.42932064
296452.304	2779227.213	5.980	41782.42934378
296452.258	2779227.594	5.970	41782.42940166
296452.247	2779227.864	5.970	41782.42942480
296452.195	2779228.145	5.990	41782.42944795
296452.190	2779228.954	5.990	41782.42950582
296452.163	2779229.113	5.970	41782.42951740
296452.100	2779229.244	6.000	41782.42952897
296451.984	2779229.373	6.020	41782.42954054
296451.872	2779229.464	6.010	41782.42955212
296451.744	2779229.547	6.030	41782.42956369
296451.628	2779229.623	6.070	41782.42957527
296451.509	2779229.695	6.050	41782.42958684
296451.324	2779229.695	6.100	41782.42962156
296451.333	2779229.643	6.100	41782.42963314
296451.399	2779229.607	6.120	41782.42965628
296451.465	2779229.563	6.110	41782.42980675
296451.511	2779229.574	6.050	41782.42992249
296451.549	2779229.538	6.110	41782.43001508
296451.551	2779229.535	6.090	41782.43002666
296451.548	2779229.545	6.170	41782.43009610
296451.536	2779229.551	6.100	41782.43016554
296451.535	2779229.553	6.120	41782.43017712
296451.534	2779229.555	6.090	41782.43018869
296451.533	2779229.557	6.180	41782.43020027
296451.532	2779229.558	6.130	41782.43021184
296451.529	2779229.562	6.140	41782.43024656
296451.528	2779229.563	6.130	41782.43025814
296451.527	2779229.564	6.080	41782.43026971
296451.525	2779229.565	6.110	41782.43028128
296451.520	2779229.568	6.110	41782.43030443
296451.466	2779229.534	6.010	41782.43120721
296451.467	2779229.533	6.020	41782.43123036
296451.468	2779229.532	6.120	41782.43125351
296451.469	2779229.531	6.070	41782.43126508
296451.470	2779229.530	6.150	41782.43128823
296451.472	2779229.529	6.050	41782.43132295
296451.478	2779229.526	6.040	41782.43142712
296451.482	2779229.525	6.110	41782.43148499
296451.675	2779229.611	6.070	41782.43463295
296451.674	2779229.617	6.060	41782.43472554
296451.673	2779229.620	6.050	41782.43477184
296451.672	2779229.623	6.040	41782.43482971
296451.671	2779229.625	6.030	41782.43488758
296452.096	2779232.890	5.820	41782.43646166
296452.022	2779233.568	5.800	41782.43647323
296451.921	2779234.313	5.770	41782.43648480
296451.801	2779235.146	5.750	41782.43649638
296451.671	2779236.046	5.740	41782.43650795
296451.516	2779237.020	5.710	41782.43651953
296451.362	2779238.058	5.720	41782.43653110
296451.192	2779239.156	5.670	41782.43654267
296451.019	2779240.305	5.630	41782.43655425
296450.823	2779241.515	5.640	41782.43656582
296450.615	2779242.768	5.570	41782.43657740
296450.392	2779244.063	5.570	41782.43658897
296450.163	2779245.406	5.570	41782.43660054
296449.909	2779246.768	5.550	41782.43661212
296449.653	2779248.186	5.530	41782.43662369
296449.387	2779249.570	5.530	41782.43663527
296449.117	2779250.852	5.570	41782.43664684
296399.645	2779234.250	5.870	41782.43719082
296399.612	2779234.031	5.920	41782.43721397
